State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total day minutes (normalized)
ND,84,510,No,No,0,226.9,144.0,38.57,201.6,122.0,17.14,130.2,121.0,5.86,13.2,5,3.56,2.0,False,0.6468072976054732
WI,133,510,No,No,0,187.0,65.0,31.79,141.4,128.0,12.02,238.2,108.0,10.72,10.0,8,2.7,2.0,False,0.5330672748004561
KY,112,415,No,No,0,170.5,113.0,28.99,193.2,129.0,16.42,188.0,91.0,8.46,11.2,6,3.02,0.0,False,0.48603192702394526
NY,87,415,No,No,0,204.8,101.0,34.82,161.0,80.0,13.69,285.7,89.0,12.86,9.5,3,2.57,0.0,False,0.5838084378563284
MO,72,415,No,No,0,165.9,114.0,28.2,235.9,97.0,20.05,210.1,120.0,9.45,12.0,5,3.24,2.0,False,0.47291904218928166
AZ,66,510,No,No,0,154.0,133.0,26.18,198.9,121.0,16.91,151.9,100.0,6.84,9.5,3,2.57,4.0,True,0.4389965792474344
MN,65,510,No,Yes,29,158.1,104.0,26.88,322.2,81.0,27.39,210.0,96.0,9.45,8.9,6,2.4,1.0,False,0.45068415051311284
CO,74,415,No,No,0,225.2,93.0,38.28,215.1,120.0,18.28,241.8,95.0,10.88,9.1,2,2.46,2.0,False,0.6419612314709235
MD,116,408,No,No,0,159.4,79.0,27.1,179.5,88.0,15.26,167.8,71.0,7.55,9.7,2,2.62,6.0,True,0.45438996579247437
AR,68,510,No,No,0,172.7,95.0,29.36,139.1,90.0,11.82,174.3,99.0,7.84,11.7,1,3.16,2.0,False,0.49230330672748
TN,68,415,No,No,0,222.8,99.0,37.88,175.8,85.0,14.94,202.0,111.0,9.09,11.0,3,2.97,3.0,False,0.6351197263397947
DE,54,415,Yes,No,0,214.1,77.0,36.4,240.5,94.0,20.44,188.9,75.0,8.5,10.1,3,2.73,1.0,False,0.6103192702394526
TN,99,408,No,No,0,54.8,92.0,9.32,173.0,103.0,14.71,195.1,125.0,8.78,7.5,3,2.03,1.0,False,0.15621436716077536
WI,107,408,No,No,0,134.0,104.0,22.78,174.5,94.0,14.83,311.1,79.0,14.0,7.3,3,1.97,3.0,False,0.38198403648802737
WV,124,510,No,No,0,184.8,74.0,31.42,175.1,84.0,14.88,158.2,95.0,7.12,10.5,6,2.84,1.0,False,0.5267958950969214
CT,95,415,No,Yes,36,283.1,112.0,48.13,286.2,86.0,24.33,261.7,129.0,11.78,11.3,3,3.05,3.0,False,0.8070125427594071
MN,173,510,No,No,0,291.8,143.0,49.61,214.3,134.0,18.22,151.2,119.0,6.8,9.9,2,2.67,0.0,True,0.8318129988597491
MO,110,408,No,No,0,222.7,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4,3.65,1.0,False,0.6348346636259977
VA,102,510,No,No,0,174.5,79.0,29.67,236.8,136.0,20.13,270.4,110.0,12.17,8.5,5,2.3,0.0,False,0.4974344355758267
NH,130,408,No,No,0,68.4,86.0,11.63,193.3,110.0,16.43,171.5,139.0,7.72,10.4,4,2.81,0.0,False,0.1949828962371722
OK,91,408,No,Yes,31,273.0,78.0,46.41,215.5,98.0,18.32,104.7,114.0,4.71,9.6,2,2.59,1.0,False,0.7782212086659065
CT,64,415,Yes,No,0,225.3,134.0,38.3,108.2,87.0,9.2,139.6,132.0,6.28,17.3,9,4.67,1.0,True,0.6422462941847207
TN,176,415,No,Yes,23,283.2,130.0,48.14,162.6,74.0,13.82,177.7,104.0,8.0,7.2,6,1.94,1.0,False,0.8072976054732041
MD,93,510,Yes,No,0,131.4,78.0,22.34,219.7,106.0,18.67,155.7,103.0,7.01,11.1,2,3.0,1.0,True,0.37457240592930446
WI,84,510,No,Yes,12,89.7,87.0,15.25,138.6,73.0,11.78,165.8,114.0,7.46,10.7,2,2.89,1.0,False,0.2557012542759407
SD,138,510,No,No,0,127.1,102.0,21.61,247.7,106.0,21.05,207.7,75.0,9.35,5.0,3,1.35,3.0,False,0.3623147092360319
ND,101,415,No,Yes,28,105.9,132.0,18.0,231.7,107.0,19.69,281.3,120.0,12.66,10.7,5,2.89,1.0,False,0.30188141391106044
VA,136,408,No,No,0,142.3,79.0,24.19,158.0,113.0,13.43,177.5,75.0,7.99,6.0,11,1.62,2.0,False,0.4056442417331813
UT,111,510,No,No,0,191.3,80.0,32.52,138.5,94.0,11.77,246.0,107.0,11.07,6.4,3,1.73,2.0,False,0.5453249714937286
MA,132,408,No,Yes,36,201.9,93.0,34.32,156.3,75.0,13.29,131.3,92.0,5.91,13.7,5,3.7,0.0,False,0.5755416191562144
SD,128,415,No,No,0,247.3,91.0,42.04,182.7,60.0,15.53,143.2,112.0,6.44,14.7,2,3.97,3.0,False,0.7049600912200684
AL,92,408,No,Yes,38,242.2,96.0,41.17,159.7,144.0,13.57,210.0,108.0,9.45,8.9,1,2.4,1.0,False,0.6904218928164195
AL,197,415,Yes,No,0,127.3,80.0,21.64,222.3,115.0,18.9,173.9,95.0,7.83,13.7,5,3.7,5.0,True,0.362884834663626
WV,191,408,No,No,0,162.0,104.0,27.54,241.2,120.0,20.5,210.4,83.0,9.47,10.9,7,2.94,1.0,False,0.4618015963511973
SC,99,415,No,Yes,33,179.1,93.0,30.45,238.3,102.0,20.26,165.7,96.0,7.46,10.6,1,2.86,2.0,False,0.5105473204104902
FL,106,415,No,Yes,31,197.4,125.0,33.56,123.4,110.0,10.49,115.6,101.0,5.2,12.3,4,3.32,3.0,False,0.5627137970353477
KY,88,415,No,No,0,148.2,82.0,25.19,308.7,67.0,26.24,235.4,79.0,10.59,6.4,4,1.73,2.0,False,0.42246294184720634
UT,78,415,No,No,0,193.1,85.0,32.83,172.1,105.0,14.63,129.6,119.0,5.83,10.2,1,2.75,0.0,False,0.5504561003420753
NY,98,408,No,No,0,171.7,99.0,29.19,174.8,87.0,14.86,189.6,130.0,8.53,7.8,6,2.11,1.0,False,0.48945267958950966
MS,17,408,No,Yes,35,198.5,123.0,33.75,270.6,74.0,23.0,209.9,130.0,9.45,8.1,10,2.19,1.0,False,0.5658494868871151
NH,56,415,No,Yes,24,121.7,87.0,20.69,184.0,76.0,15.64,266.6,98.0,12.0,12.7,3,3.43,1.0,False,0.346921322690992
VA,84,415,No,No,0,130.2,105.0,22.13,278.0,60.0,23.63,305.4,74.0,13.74,14.0,6,3.78,2.0,False,0.37115165336373995
VT,95,510,No,No,0,203.4,96.0,34.58,168.6,61.0,14.33,173.0,105.0,7.79,13.7,3,3.7,2.0,False,0.5798175598631699
WY,16,415,No,No,0,174.7,83.0,29.7,280.8,122.0,23.87,171.7,80.0,7.73,10.5,8,2.84,5.0,False,0.4980045610034207
NV,76,510,Yes,No,0,241.0,120.0,40.97,231.8,96.0,19.7,220.2,67.0,9.91,9.9,1,2.67,1.0,True,0.6870011402508551
WV,93,415,No,No,0,141.7,95.0,24.09,221.0,100.0,18.79,227.1,71.0,10.22,10.2,3,2.75,0.0,False,0.40393386545039905
WA,83,408,No,No,0,134.8,96.0,22.92,167.2,78.0,14.21,161.5,123.0,7.27,7.7,5,2.08,2.0,False,0.38426453819840367
KS,123,415,No,No,0,163.1,119.0,27.73,249.4,51.0,21.2,168.2,77.0,7.57,9.0,10,2.43,1.0,False,0.4649372862029646
VT,64,408,No,No,0,145.5,116.0,24.74,228.4,110.0,19.41,273.4,91.0,12.3,8.9,8,2.4,1.0,False,0.4147662485746864
OK,82,510,No,No,0,329.8,73.0,56.07,208.3,120.0,17.71,267.1,102.0,12.02,10.6,6,2.86,0.0,True,0.9401368301026226
GA,107,510,No,No,0,194.5,97.0,33.07,186.3,131.0,15.84,178.3,106.0,8.02,12.7,1,3.43,2.0,False,0.5544469783352337
CO,110,510,No,No,0,131.9,93.0,22.42,272.7,106.0,23.18,192.8,105.0,8.68,7.1,4,1.92,1.0,False,0.37599771949828964
AK,96,408,No,Yes,29,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3,2.3,1.0,False,0.427594070695553
TN,47,415,No,Yes,30,196.6,93.0,33.42,241.4,140.0,20.52,226.0,118.0,10.17,12.9,4,3.48,2.0,False,0.5604332953249714
KY,115,510,No,No,0,99.7,107.0,16.95,145.1,96.0,12.33,149.4,99.0,6.72,14.1,4,3.81,2.0,False,0.2842075256556442
PA,69,415,No,No,0,143.6,88.0,24.41,141.8,86.0,12.05,194.0,83.0,8.73,10.8,5,2.92,3.0,False,0.40935005701254273
CT,163,408,No,Yes,40,231.9,56.0,39.42,211.8,91.0,18.0,268.5,74.0,12.08,12.3,3,3.32,2.0,False,0.6610604332953249
CT,90,415,No,No,0,37.8,80.0,6.43,155.3,105.0,13.2,175.0,111.0,7.88,14.2,5,3.83,3.0,False,0.10775370581527935
MN,98,415,No,No,0,72.8,107.0,12.38,186.4,103.0,15.84,175.3,110.0,7.89,10.5,4,2.84,3.0,False,0.20752565564424172
WY,90,408,No,Yes,39,94.8,89.0,16.12,219.1,91.0,18.62,197.4,65.0,8.88,11.4,5,3.08,1.0,False,0.2702394526795895
PA,174,415,No,Yes,15,221.8,143.0,37.71,210.6,115.0,17.9,221.8,109.0,9.98,12.4,9,3.35,1.0,False,0.6322690992018244
OR,95,415,No,No,0,269.0,120.0,45.73,233.7,120.0,19.86,179.3,61.0,8.07,7.3,4,1.97,2.0,True,0.7668187001140251
PA,79,415,No,No,0,268.3,114.0,45.61,185.5,111.0,15.77,264.6,88.0,11.91,6.3,7,1.7,1.0,True,0.7648232611174458
OK,123,415,No,Yes,27,198.7,127.0,33.78,249.0,105.0,21.17,173.2,124.0,7.79,12.5,5,3.38,1.0,False,0.5664196123147092
VT,99,415,No,No,0,115.5,75.0,19.64,218.1,111.0,18.54,254.9,98.0,11.47,11.5,7,3.11,7.0,True,0.3292474344355758
ID,114,415,No,No,0,202.1,100.0,34.36,195.7,102.0,16.63,291.8,120.0,13.13,13.3,5,3.59,2.0,False,0.5761117445838084
PA,141,510,No,No,0,215.6,113.0,36.65,200.6,81.0,17.05,153.8,107.0,6.92,12.4,6,3.35,1.0,False,0.6145952109464081
NM,132,408,No,No,0,169.9,107.0,28.88,209.4,121.0,17.8,206.1,79.0,9.27,11.5,2,3.11,1.0,False,0.48432155074116306
FL,133,510,No,No,0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4,1.62,0.0,False,0.5749714937286202
TX,133,408,No,No,0,221.1,133.0,37.59,160.2,140.0,13.62,161.8,84.0,7.28,8.4,3,2.27,4.0,False,0.6302736602052451
VT,93,510,No,Yes,32,218.7,117.0,37.18,115.0,61.0,9.78,192.7,85.0,8.67,9.4,5,2.54,2.0,False,0.6234321550741162
MA,34,415,No,No,0,293.7,89.0,49.93,272.5,71.0,23.16,178.2,76.0,8.02,11.0,10,2.97,2.0,True,0.8372291904218928
OR,140,415,No,No,0,120.3,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,7.7,3,2.08,4.0,True,0.3429304446978335
DE,96,415,No,Yes,26,175.8,96.0,29.89,206.6,84.0,17.56,178.0,105.0,8.01,11.1,2,3.0,2.0,False,0.5011402508551882
FL,144,510,No,No,0,278.5,95.0,47.35,240.7,90.0,20.46,120.0,90.0,5.4,11.6,5,3.13,1.0,True,0.7938996579247434
ID,24,408,No,Yes,29,236.3,105.0,40.17,190.8,114.0,16.22,129.0,105.0,5.81,7.2,2,1.94,3.0,False,0.6736031927023945
MD,54,415,No,No,0,273.8,113.0,46.55,119.6,156.0,10.17,267.6,117.0,12.04,11.7,3,3.16,1.0,False,0.7805017103762828
WV,50,408,No,No,0,131.1,129.0,22.29,160.5,94.0,13.64,206.9,88.0,9.31,5.6,9,1.51,5.0,True,0.37371721778791334
ID,92,415,No,Yes,23,167.4,83.0,28.46,258.6,129.0,21.98,116.4,110.0,5.24,11.2,3,3.02,4.0,False,0.4771949828962372
NV,96,408,No,No,0,197.7,68.0,33.61,250.5,53.0,21.29,181.2,67.0,8.15,10.5,3,2.84,3.0,False,0.5635689851767388
OH,146,415,No,No,0,169.5,93.0,28.82,230.9,71.0,19.63,269.8,115.0,12.14,9.0,7,2.43,2.0,False,0.4831812998859749
ID,138,415,Yes,Yes,17,225.2,116.0,38.28,173.4,88.0,14.74,145.8,99.0,6.56,11.7,4,3.16,0.0,False,0.6419612314709235
SC,102,408,No,No,0,174.5,73.0,29.67,213.7,114.0,18.16,164.7,116.0,7.41,10.3,5,2.78,4.0,False,0.4974344355758267
MO,76,510,No,No,0,129.7,84.0,22.05,177.5,80.0,15.09,228.9,87.0,10.3,7.5,3,2.03,5.0,True,0.3697263397947548
NE,99,415,No,No,0,200.0,66.0,34.0,107.9,104.0,9.17,233.7,82.0,10.52,11.4,2,3.08,3.0,False,0.5701254275940707
NC,83,510,No,Yes,36,95.9,87.0,16.3,261.6,105.0,22.24,228.6,109.0,10.29,13.3,4,3.59,0.0,False,0.2733751425313569
ME,36,510,No,Yes,25,152.8,110.0,25.98,242.8,67.0,20.64,147.4,74.0,6.63,9.1,2,2.46,1.0,False,0.43557582668187
MI,70,510,No,No,0,129.9,102.0,22.08,208.7,133.0,17.74,231.4,93.0,10.41,14.3,3,3.86,1.0,False,0.37029646522234894
AZ,109,415,Yes,No,0,268.4,85.0,45.63,150.6,131.0,12.8,297.9,84.0,13.41,9.7,8,2.62,2.0,True,0.7651083238312428
AZ,100,415,No,No,0,188.5,152.0,32.05,148.3,115.0,12.61,179.8,88.0,8.09,15.2,5,4.1,2.0,False,0.5373432155074116
HI,104,408,No,No,0,170.6,97.0,29.0,162.1,111.0,13.78,210.7,131.0,9.48,6.1,1,1.65,1.0,False,0.4863169897377423
NJ,106,415,No,No,0,191.4,124.0,32.54,200.7,116.0,17.06,230.1,76.0,10.35,8.2,3,2.21,1.0,False,0.5456100342075256
MS,84,510,No,No,0,75.3,96.0,12.8,179.9,113.0,15.29,193.8,134.0,8.72,12.3,1,3.32,1.0,False,0.2146522234891676
MA,80,510,No,No,0,149.8,123.0,25.47,276.3,75.0,23.49,241.4,75.0,10.86,10.9,7,2.94,2.0,False,0.42702394526795895
SC,100,510,No,No,0,115.9,87.0,19.7,111.3,56.0,9.46,170.2,77.0,7.66,7.1,4,1.92,1.0,False,0.33038768529076395
MN,99,408,No,No,0,128.8,86.0,21.9,203.9,105.0,17.33,282.6,131.0,12.72,14.1,4,3.81,2.0,False,0.36716077537058156
WV,50,510,No,No,0,131.7,108.0,22.39,216.5,103.0,18.4,196.1,126.0,8.82,11.0,5,2.97,1.0,False,0.37542759407069554
MS,105,415,No,No,0,101.4,48.0,17.24,159.1,119.0,13.52,259.2,53.0,11.66,12.2,2,3.29,1.0,False,0.28905359179019385
VA,113,415,No,Yes,23,149.0,104.0,25.33,235.8,67.0,20.04,201.8,76.0,9.08,9.5,5,2.57,4.0,False,0.42474344355758265
MS,111,415,No,Yes,36,96.8,123.0,16.46,170.6,105.0,14.5,166.0,85.0,7.47,13.4,4,3.62,2.0,False,0.2759407069555302
NM,161,408,No,No,0,107.5,121.0,18.28,256.4,46.0,21.79,247.2,131.0,11.12,12.6,3,3.4,2.0,False,0.306442417331813
TX,70,415,No,No,0,232.8,95.0,39.58,303.4,111.0,25.79,255.6,104.0,11.5,12.9,7,3.48,0.0,True,0.6636259977194983
HI,97,415,No,Yes,43,121.1,105.0,20.59,260.2,115.0,22.12,222.4,100.0,10.01,8.3,5,2.24,3.0,False,0.34521094640820976
WA,130,510,No,No,0,124.3,70.0,21.13,270.7,99.0,23.01,239.5,83.0,10.78,3.5,6,0.95,0.0,False,0.3543329532497149
WI,92,415,No,No,0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3,3.73,1.0,False,0.4495438996579247
CO,119,408,No,No,0,124.3,68.0,21.13,207.1,88.0,17.6,157.4,93.0,7.08,14.8,1,4.0,0.0,False,0.3543329532497149
NV,115,415,No,No,0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6,1.86,1.0,True,0.8164196123147092
RI,134,415,No,No,0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6,2.38,0.0,False,0.40393386545039905
VA,127,408,No,Yes,25,173.0,91.0,29.41,245.8,64.0,20.89,300.0,99.0,13.5,4.8,3,1.3,0.0,False,0.49315849486887114
NJ,80,415,No,No,0,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1,1.57,2.0,True,0.7659635119726339
ND,153,415,No,Yes,31,218.5,130.0,37.15,134.2,103.0,11.41,118.9,105.0,5.35,9.4,6,2.54,0.0,False,0.6228620296465223
MN,85,415,No,No,0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5,1.0,3.0,False,0.7277651083238312
HI,79,415,No,No,0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,11.4,5,3.08,1.0,False,0.11944127708095781
ND,35,415,No,No,0,260.8,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2,1.57,1.0,False,0.7434435575826682
WI,120,408,No,Yes,26,239.4,94.0,40.7,259.4,88.0,22.05,238.0,132.0,10.71,7.7,3,2.08,0.0,False,0.6824401368301026
MN,68,510,No,No,0,226.7,94.0,38.54,168.4,129.0,14.31,188.7,117.0,8.49,10.2,1,2.75,0.0,False,0.6462371721778791
DC,60,408,No,No,0,179.3,147.0,30.48,208.9,89.0,17.76,248.2,98.0,11.17,13.5,6,3.65,1.0,True,0.5111174458380844
KS,120,510,No,No,0,158.0,110.0,26.86,197.0,103.0,16.75,154.9,132.0,6.97,10.0,5,2.7,1.0,False,0.4503990877993158
MT,71,510,No,Yes,23,175.7,82.0,29.87,258.9,136.0,22.01,268.4,154.0,12.08,14.1,7,3.81,1.0,False,0.5008551881413911
WV,124,415,No,No,0,157.4,107.0,26.76,167.8,112.0,14.26,188.8,102.0,8.5,8.8,3,2.38,3.0,False,0.4486887115165336
ME,23,510,No,No,0,113.1,74.0,19.23,168.8,95.0,14.35,262.9,126.0,11.83,6.9,2,1.86,1.0,True,0.32240592930444695
WY,225,415,No,No,0,182.7,142.0,31.06,246.5,63.0,20.95,218.0,103.0,9.81,8.8,2,2.38,1.0,False,0.5208095781071835
NY,181,415,Yes,No,0,161.3,83.0,27.42,124.4,83.0,10.57,262.0,98.0,11.79,14.1,3,3.81,0.0,True,0.45980615735461805
VT,63,415,No,No,0,142.5,92.0,24.23,208.3,102.0,17.71,228.9,120.0,10.3,7.5,2,2.03,2.0,False,0.40621436716077536
NC,54,415,Yes,No,0,190.5,108.0,32.39,259.7,108.0,22.07,141.5,111.0,6.37,9.7,2,2.62,2.0,True,0.5430444697833523
MO,80,408,Yes,Yes,15,159.3,110.0,27.08,170.6,120.0,14.5,141.2,82.0,6.35,11.9,5,3.21,1.0,False,0.45410490307867735
NC,118,408,Yes,Yes,39,153.8,106.0,26.15,123.3,111.0,10.48,117.8,103.0,5.3,9.2,6,2.48,1.0,False,0.43842645381984036
NJ,42,408,Yes,No,0,180.7,127.0,30.72,174.6,94.0,14.84,165.3,114.0,7.44,12.0,6,3.24,2.0,False,0.5151083238312428
OH,134,408,No,No,0,202.7,105.0,34.46,224.9,90.0,19.12,253.9,108.0,11.43,12.1,7,3.27,0.0,False,0.5778221208665906
TX,66,415,No,Yes,35,190.8,100.0,32.44,261.3,93.0,22.21,209.5,108.0,9.43,8.9,6,2.4,0.0,False,0.5438996579247435
WA,66,415,No,No,0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6,2.48,2.0,False,0.5846636259977195
TN,127,415,No,Yes,28,235.6,124.0,40.05,236.8,113.0,20.13,241.2,127.0,10.85,7.7,2,2.08,1.0,False,0.6716077537058153
HI,146,510,No,No,0,189.3,77.0,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3,2.0,0.0,False,0.5396237172177879
WY,93,408,No,Yes,42,166.9,101.0,28.37,273.2,84.0,23.22,171.0,106.0,7.69,11.5,1,3.11,1.0,False,0.475769669327252
CT,77,415,No,No,0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4,2.03,0.0,True,0.6989737742303306
NM,111,415,No,No,0,132.6,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2,3.43,4.0,True,0.37799315849486886
NJ,125,415,No,No,0,182.3,64.0,30.99,139.8,121.0,11.88,171.6,96.0,7.72,11.6,7,3.13,2.0,False,0.5196693272519954
AL,115,510,No,Yes,14,192.3,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3,2.84,2.0,False,0.548175598631699
MN,115,510,Yes,No,0,122.0,110.0,20.74,220.2,100.0,18.72,179.7,124.0,8.09,10.8,2,2.92,2.0,True,0.3477765108323831
NC,114,408,No,No,0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2,2.59,2.0,False,0.5501710376282782
OH,106,415,No,No,0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3,2.46,0.0,False,0.452109464082098
ND,118,415,No,Yes,39,91.5,125.0,15.56,219.9,113.0,18.69,229.0,99.0,10.31,12.7,8,3.43,2.0,False,0.26083238312428736
CO,59,510,No,No,0,153.6,92.0,26.11,205.5,88.0,17.47,114.5,89.0,5.15,12.5,10,3.38,1.0,False,0.43785632839224625
ND,87,415,Yes,Yes,40,221.6,79.0,37.67,157.1,74.0,13.35,222.4,124.0,10.01,11.5,3,3.11,1.0,False,0.6316989737742303
NY,21,415,No,No,0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1,1.78,1.0,False,0.6975484606613455
WI,142,408,No,Yes,24,239.8,103.0,40.77,285.9,65.0,24.3,256.7,106.0,11.55,9.5,4,2.57,0.0,False,0.6835803876852907
WY,62,415,No,No,0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.27,11.0,5,2.97,0.0,False,0.49144811858608894
OR,149,415,No,No,0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3,2.7,3.0,True,0.6912770809578107
CO,54,510,No,Yes,39,117.6,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,11.3,10,3.05,2.0,False,0.33523375142531353
LA,112,510,No,No,0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7,3.05,1.0,False,0.4974344355758267
AL,68,510,No,No,0,157.3,83.0,26.74,220.9,85.0,18.78,218.9,129.0,9.85,12.0,7,3.24,1.0,False,0.44840364880273664
TX,201,415,No,Yes,21,192.0,97.0,32.64,239.1,81.0,20.32,116.1,125.0,5.22,15.1,3,4.08,1.0,False,0.5473204104903079
PA,88,510,No,No,0,218.2,76.0,37.09,169.3,60.0,14.39,141.1,99.0,6.35,8.0,1,2.16,1.0,False,0.6220068415051311
IL,85,415,No,Yes,29,144.6,97.0,24.58,140.0,102.0,11.9,165.4,148.0,7.44,10.9,3,2.94,1.0,False,0.4122006841505131
DE,51,415,Yes,No,0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4,3.81,0.0,True,0.43785632839224625
MO,45,510,No,Yes,29,135.8,104.0,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6,2.13,2.0,False,0.387115165336374
AR,116,510,No,No,0,160.7,69.0,27.32,146.8,106.0,12.48,287.8,144.0,12.95,8.2,5,2.21,0.0,False,0.45809578107183574
OH,146,408,No,Yes,31,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,7.63,7.8,2,2.11,1.0,False,0.5772519954389965
WI,63,510,No,Yes,34,152.2,119.0,25.87,227.1,91.0,19.3,195.7,103.0,8.81,12.3,5,3.32,1.0,False,0.43386545039908775
GA,133,510,No,No,0,227.4,90.0,38.66,73.2,135.0,6.22,114.3,99.0,5.14,4.7,7,1.27,0.0,False,0.6482326111744584
KY,125,408,No,No,0,191.6,115.0,32.57,205.6,108.0,17.48,210.2,123.0,9.46,9.2,3,2.48,2.0,False,0.5461801596351197
OH,72,510,No,No,0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3,2.92,1.0,False,0.3959521094640821
TN,130,408,No,No,0,127.0,102.0,21.59,206.9,107.0,17.59,231.7,99.0,10.43,6.1,6,1.65,0.0,False,0.3620296465222349
SD,97,415,No,No,0,168.6,87.0,28.66,259.2,105.0,22.03,279.8,123.0,12.59,7.3,4,1.97,1.0,False,0.4806157354618016
NY,54,415,No,No,0,286.6,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5,3.11,1.0,True,0.8169897377423033
GA,160,415,No,Yes,29,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4,4.1,1.0,False,0.4692132269099202
TX,79,415,No,No,0,144.0,90.0,24.48,135.8,91.0,11.54,212.4,129.0,9.56,13.0,4,3.51,1.0,False,0.4104903078677309
WV,92,415,No,Yes,47,141.6,95.0,24.07,207.9,130.0,17.67,203.6,95.0,9.16,10.2,11,2.75,0.0,False,0.40364880273660203
MI,59,415,No,No,0,204.3,65.0,34.73,247.3,123.0,21.02,214.7,94.0,9.66,12.0,4,3.24,1.0,False,0.5823831242873432
ND,132,510,No,No,0,163.2,80.0,27.74,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10,1.67,1.0,False,0.4652223489167616
NE,21,510,No,No,0,225.0,110.0,38.25,244.2,111.0,20.76,221.2,93.0,9.95,10.7,4,2.89,0.0,False,0.6413911060433295
SD,93,415,No,No,0,176.1,103.0,29.94,199.7,130.0,16.97,263.9,96.0,11.88,8.5,6,2.3,2.0,False,0.5019954389965792
NJ,147,415,No,Yes,36,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7,3.73,5.0,False,0.7246294184720637
AK,101,510,No,No,0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5,2.3,1.0,False,0.4985746864310148
CT,125,415,Yes,No,0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2,2.59,0.0,True,0.5339224629418472
CO,63,415,No,No,0,211.8,84.0,36.01,230.9,137.0,19.63,217.1,99.0,9.77,10.7,9,2.89,3.0,False,0.6037628278221209
MD,107,415,No,No,0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,8.35,11.7,6,3.16,0.0,False,0.6895667046750285
ND,110,408,No,No,0,196.1,103.0,33.34,199.7,123.0,16.97,135.9,71.0,6.12,12.9,1,3.48,3.0,False,0.5590079817559863
NH,83,415,No,No,0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2,3.35,3.0,False,0.6593500570125428
MN,117,408,No,No,0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2,3.73,1.0,False,0.46066134549600907
KY,124,415,No,No,0,194.0,103.0,32.98,241.0,116.0,20.49,227.5,153.0,10.24,11.9,5,3.21,0.0,False,0.5530216647662486
NH,115,510,No,No,0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,96.0,10.81,15.4,8,4.16,3.0,False,0.3127137970353478
CO,156,408,Yes,No,0,277.0,119.0,47.09,238.3,106.0,20.26,94.4,96.0,4.25,8.3,3,2.24,1.0,False,0.7896237172177879
KY,89,408,No,No,0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3,1.65,0.0,False,0.5476054732041049
KY,72,415,No,No,0,198.4,147.0,33.73,216.9,121.0,18.44,112.8,125.0,5.08,13.1,4,3.54,0.0,False,0.5655644241733181
